Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
Braveheart,1995,8.3,"990,836","Biography, Drama, History",178 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
From Dusk Till Dawn,1996,7.2,"299,197","Action, Crime, Horror",108 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
Veep,1996,8.3,"49,492",Comedy,28 ,Series,TV-MA,65,Mild,Mild,Severe,Mild,None
Memento,2000,8.4,"1,172,386","Mystery, Thriller",113 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
Moana,2016,7.6,"298,541","Animation, Adventure, Comedy",107 ,Film,PG,-,None,Mild,None,None,Mild
Kingsman: The Golden Circle,2017,6.7,"293,541","Action, Adventure, Comedy",141 ,Film,R,-,Moderate,Severe,Severe,Moderate,Mild
The Lion King,1994,8.5,"986,883","Animation, Adventure, Drama",88 ,Film,G,-,None,Mild,None,None,Moderate
The Way Way Back,2013,7.4,"144,499","Comedy, Drama",103 ,Film,PG-13,-,Mild,None,Mild,Moderate,None
Jack Reacher,2012,7.0,"321,888","Action, Thriller",130 ,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Moderate
Child's Play,1988,6.6,"94,273","Fantasy, Horror, Thriller",87 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
The Hateful Eight,2015,7.8,"553,131","Crime, Drama, Mystery",168 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
Respect,2021,6.6,"6,821","Biography, Drama, Music",145 ,Film,PG-13,-,Mild,Mild,Mild,Moderate,Moderate
The Babysitter,2017,6.3,"82,848","Comedy, Horror",85 ,Film,TV-MA,-,Mild,Severe,Moderate,Mild,Moderate
Fantastic Mr. Fox,2009,7.9,"213,379","Animation, Adventure, Comedy",87 ,Film,PG,-,None,Mild,Mild,Mild,Mild
Pretty Woman,1990,7.1,"305,051","Comedy, Romance",119 ,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
The IT Crowd,1990,8.5,"141,410",Comedy,25 ,Series,TV-14,25,Mild,Mild,Moderate,Mild,None
Pan's Labyrinth,2006,8.2,"640,229","Drama, Fantasy, War",118 ,Film,R,-,None,Severe,Moderate,Mild,Severe
La La Land,2016,8.0,"539,787","Comedy, Drama, Music",128 ,Film,PG-13,-,None,None,Mild,None,None
Anne,2016,8.7,"45,599","Drama, Family",60 ,Series,TV-PG,27,Mild,Mild,None,Mild,Mild
Mr. & Mrs. Smith,2005,6.5,"468,120","Action, Comedy, Crime",120 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
Queen of the Damned,2002,5.3,"54,218","Drama, Fantasy, Horror",101 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
Upload,2002,8.0,"48,540","Comedy, Mystery, Sci-Fi",296 ,Series,TV-MA,14,Moderate,Moderate,Moderate,Mild,Mild
Halloween: The Curse of Michael Myers,1995,4.8,"33,723","Horror, Thriller",87 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
Rizzoli & Isles,1995,7.6,"31,610","Crime, Drama, Mystery",60 ,Series,TV-14,105,None,Moderate,Mild,No Rate,No Rate
Luther,1995,8.4,"128,082","Crime, Drama, Mystery",60 ,Series,TV-MA,21,Mild,Severe,Mild,Mild,Severe
The Witcher: Nightmare of the Wolf,2021,7.3,"28,915","Animation, Action, Adventure",83 ,Film,TV-MA,-,Mild,Severe,Mild,Mild,Moderate
Jane the Virgin,2021,7.8,"43,479",Comedy,60 ,Series,TV-PG,100,Mild,Mild,Mild,Mild,Mild
Black Clover,2021,8.3,"14,859","Animation, Action, Adventure",24 ,Series,TV-PG,170,Mild,Moderate,Mild,Mild,Mild
Benedetta,2021,6.7,"1,757","Biography, Drama, History",131 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
The Equalizer,2014,7.2,"351,305","Action, Crime, Thriller",132 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
Enemy,2013,6.9,"179,723","Drama, Mystery, Thriller",91 ,Film,R,-,Moderate,None,Moderate,Mild,Moderate
Departure,2013,7.2,"13,675","Drama, Mystery, Thriller",45 ,Series,TV-14,13,Moderate,Mild,Mild,Mild,Moderate
Me Before You,2016,7.4,"228,284","Drama, Romance",106 ,Film,PG-13,-,Mild,None,Mild,Mild,Mild
Way Down,2021,6.4,"17,868","Action, Thriller",118 ,Film,R,-,None,None,Moderate,Mild,None
Level 16,2018,6.1,"9,038","Drama, Sci-Fi, Thriller",102 ,Film,Not Rated,-,None,Mild,None,Mild,Mild
Robin Hood: Prince of Thieves,1991,6.9,"185,763","Action, Adventure, Drama",143 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
Kaubôi bibappu,1991,8.9,"98,568","Animation, Action, Adventure",24 ,Series,TV-14,26,Moderate,Moderate,Moderate,Moderate,Moderate
Harry Potter and the Order of the Phoenix,2007,7.5,"536,993","Action, Adventure, Family",138 ,Film,PG-13,-,None,Moderate,Mild,None,Moderate
Logan Lucky,2017,7.0,"141,330","Action, Comedy, Crime",118 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
Black Adam,2022,No Rate,No Votes,"Action, Fantasy, Sci-Fi",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
American History X,1998,8.5,"1,069,951",Drama,119 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
Grease,1978,7.2,"254,270","Musical, Romance",110 ,Film,PG,-,Moderate,Mild,Mild,Mild,None
Carrie,1976,7.4,"176,660",Horror,98 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Dead to Me,1976,8.0,"65,044","Comedy, Crime, Drama",30 ,Series,TV-MA,26,Mild,Mild,Severe,Moderate,Mild
Yesterday,2019,6.8,"138,614","Comedy, Fantasy, Music",116 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
Girls,2019,7.3,"68,012","Comedy, Drama",28 ,Series,TV-MA,62,Severe,Mild,Severe,Moderate,Mild
Jurassic World,2015,7.0,"602,691","Action, Adventure, Sci-Fi",124 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Knight and Day,2010,6.3,"186,692","Action, Adventure, Comedy",109 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
The Town,2010,7.5,"368,986","Crime, Drama, Thriller",125 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
Bridesmaids,2011,6.8,"280,704","Comedy, Romance",125 ,Film,R,-,Moderate,Mild,Severe,Mild,None
Road House,1989,6.6,"67,568","Action, Thriller",114 ,Film,R,-,Severe,Severe,Severe,Moderate,Moderate
Thunderball,1965,7.0,"112,324","Action, Adventure, Thriller",130 ,Film,PG,-,Mild,Moderate,None,Mild,Mild
A View to a Kill,1985,6.3,"93,278","Action, Adventure, Thriller",131 ,Film,PG,-,Mild,Moderate,Mild,Mild,Moderate
A Star Is Born,2018,7.6,"357,141","Drama, Music, Romance",136 ,Film,R,-,Moderate,Mild,Severe,Severe,Moderate
The Accountant,2016,7.3,"278,278","Action, Crime, Drama",128 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
Mayans M.C.,2016,7.6,"14,882","Crime, Drama, Thriller",60 ,Series,TV-MA,31,Mild,Severe,Severe,Moderate,Severe
Demonic,2021,4.2,"2,466","Drama, Horror, Sci-Fi",104 ,Film,R,-,None,Moderate,Moderate,Mild,Moderate
Justice League,2017,6.1,"426,527","Action, Adventure, Fantasy",120 ,Film,PG-13,-,None,Moderate,Mild,Mild,Mild
Cold Case,2017,7.6,"25,839","Crime, Drama, Mystery",44 ,Series,TV-14,156,Moderate,Severe,Moderate,Severe,Severe
The Righteous Gemstones,2017,8.0,"14,759","Comedy, Drama",36 ,Series,TV-MA,18,Severe,Mild,Moderate,Moderate,Mild
Les Misérables,2012,7.6,"318,477","Drama, Musical, Romance",158 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
Irréversible,2002,7.4,"126,991","Crime, Drama, Mystery",97 ,Film,Not Rated,-,Severe,Severe,Severe,Moderate,Severe
Star Wars: Episode I - The Phantom Menace,1999,6.5,"757,819","Action, Adventure, Fantasy",136 ,Film,PG,-,None,Mild,None,None,Mild
Will & Grace,1999,7.2,"53,144","Comedy, Romance",22 ,Series,TV-14,246,Mild,None,Mild,Mild,None
Home Alone,1990,7.6,"509,474","Comedy, Family",103 ,Film,PG,-,None,Mild,Mild,Mild,Mild
Malèna,2000,7.5,"96,836","Comedy, Drama, Romance",108 ,Film,R,-,Severe,Moderate,Moderate,Mild,Mild
Good Boys,2019,6.7,"69,025","Adventure, Comedy",90 ,Film,R,-,Moderate,Mild,Severe,Severe,None
Scandal,2019,7.7,"69,824","Drama, Thriller",43 ,Series,TV-14,124,Moderate,Moderate,Mild,Mild,Moderate
The Truman Show,1998,8.1,"993,069","Comedy, Drama",103 ,Film,PG,-,None,None,Mild,Mild,Mild
Never Say Never Again,1983,6.2,"65,088","Action, Adventure, Thriller",134 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
Maleficent: Mistress of Evil,2019,6.6,"94,901","Adventure, Family, Fantasy",119 ,Film,PG,-,None,Mild,None,None,Mild
The Love Boat,2019,6.1,"10,352","Comedy, Drama, Romance",60 ,Series,TV-G,250,No Rate,No Rate,No Rate,No Rate,No Rate
Happy Endings,2019,7.7,"36,499","Comedy, Romance",22 ,Series,TV-14,58,Mild,None,Moderate,Moderate,None
Murder on the Orient Express,2017,6.5,"224,999","Crime, Drama, Mystery",114 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Burn Notice,2017,7.9,"70,896","Action, Crime, Drama",44 ,Series,TV-PG,111,Mild,Moderate,Mild,Moderate,Moderate
Harry Potter and the Deathly Hallows: Part 1,2010,7.7,"504,707","Adventure, Fantasy, Mystery",146 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
Children of the Corn,1984,5.6,"49,998","Horror, Thriller",92 ,Film,R,-,None,Severe,Mild,Mild,Moderate
After Life,1984,8.4,"94,866","Comedy, Drama",30 ,Series,TV-MA,18,None,Mild,Severe,Moderate,None
The Deuce,1984,8.1,"26,693",Drama,60 ,Series,TV-MA,25,Severe,Moderate,Severe,Severe,Mild
Possession,1981,7.4,"28,205","Drama, Horror",124 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
Servant,1981,7.5,"26,066","Drama, Horror, Mystery",30 ,Series,TV-MA,30,Moderate,Mild,Moderate,Mild,Moderate
Mission: Impossible - Fallout,2018,7.7,"309,105","Action, Adventure, Thriller",147 ,Film,PG-13,-,None,Moderate,Moderate,None,Moderate
Gods of Egypt,2016,5.4,"111,599","Action, Adventure, Fantasy",127 ,Film,PG-13,-,Mild,Moderate,None,None,Mild
Basic Instinct,1992,7.0,"189,556","Drama, Mystery, Thriller",127 ,Film,R,-,Severe,Severe,Severe,Severe,Moderate
Wild Wild West,1999,4.9,"156,694","Action, Comedy, Sci-Fi",106 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
Independence Day,1996,7.0,"550,363","Action, Adventure, Sci-Fi",145 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
Girl in the Basement,2021,6.4,"5,524","Crime, Thriller",88 ,Film,TV-14,-,Mild,Moderate,None,None,Moderate
Extracurricular,2020,7.7,"4,363","Crime, Drama",50 ,Series,TV-MA,10,Mild,Moderate,Severe,Moderate,Moderate
Good Omens,2019,8.1,"67,625","Comedy, Fantasy",328 ,Series,TV-MA,12,Mild,Mild,Mild,Mild,Mild
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,8.3,"37,945","Animation, Action, Adventure",117 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
3rd Rock from the Sun,2020,7.7,"49,671","Comedy, Family, Sci-Fi",60 ,Series,TV-PG,139,Mild,None,Mild,Mild,None
Younger,2020,7.8,"21,078","Comedy, Romance",22 ,Series,TV-14,84,Moderate,None,Mild,Moderate,None
Jumanji: Welcome to the Jungle,2017,6.9,"346,284","Action, Adventure, Comedy",119 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
Shadowplay,2017,7.1,"3,784","Drama, Thriller",45 ,Series,TV-MA,8,Mild,Severe,Severe,Moderate,Severe
The Texas Chainsaw Massacre,2003,6.2,"135,560","Crime, Horror",98 ,Film,R,-,Mild,Severe,Severe,Moderate,Severe
Lewis,2003,8.0,"11,826","Crime, Drama, Mystery",90 ,Series,TV-PG,42,Moderate,Mild,None,Mild,Mild
Merlin,2003,7.9,"77,192","Adventure, Drama, Fantasy",45 ,Series,TV-PG,65,None,Mild,None,Mild,Mild
The Woman in the Window,2021,5.7,"63,070","Crime, Drama, Mystery",100 ,Film,R,-,None,Moderate,Moderate,Moderate,Moderate
X-Men,2000,7.4,"589,260","Action, Adventure, Sci-Fi",104 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
Signs,2002,6.7,"349,098","Drama, Mystery, Sci-Fi",106 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Gravity Falls,2002,8.9,"86,333","Animation, Action, Adventure",23 ,Series,TV-Y7,40,None,Mild,Mild,None,Moderate
Scooby-Doo,2002,5.2,"105,533","Adventure, Comedy, Family",89 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
The Tender Bar,2021,7.4,76,Drama,104 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
Sin City,2005,8.0,"750,738","Crime, Thriller",124 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
Fury,2014,7.6,"451,968","Action, Drama, War",134 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
Hagane no renkinjutsushi,2014,9.1,"140,390","Animation, Action, Adventure",24 ,Series,TV-14,69,Mild,Severe,Mild,Mild,Severe
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.5,"65,363",Horror,87 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
Batman v Superman: Dawn of Justice,2016,6.4,"665,851","Action, Adventure, Sci-Fi",152 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
The Lord of the Rings: The Two Towers,2002,8.7,"1,550,497","Action, Adventure, Drama",179 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
The Magnificent Seven,2016,6.9,"199,943","Action, Adventure, Western",132 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
JoJo no kimyô-na bôken,2016,8.4,"14,660","Animation, Action, Adventure",30 ,Series,TV-MA,157,Moderate,Severe,Moderate,Moderate,Severe
Oblivion,2013,7.0,"502,671","Action, Adventure, Sci-Fi",124 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
The League,2013,8.2,"45,879","Comedy, Sport",22 ,Series,TV-MA,84,Moderate,Mild,Moderate,Moderate,None
Ich bin dein Mensch,2021,7.2,"1,528","Comedy, Romance, Sci-Fi",108 ,Film,R,-,Moderate,No Rate,Moderate,No Rate,No Rate
Q-Force,2021,6.3,"3,527","Animation, Action, Adventure",30 ,Series,TV-MA,10,Severe,Mild,Severe,Mild,None
That '80s Show,2002,4.8,"2,114",Comedy,30 ,Series,TV-PG,13,Moderate,None,Mild,Moderate,No Rate
The Tudors,2002,8.1,"71,362","Drama, History, Romance",60 ,Series,TV-MA,38,Severe,Severe,Moderate,Mild,Moderate
Skins,2002,8.2,"78,539",Drama,46 ,Series,TV-MA,61,Severe,Moderate,Severe,Severe,Moderate
Star Wars: The Bad Batch,2002,8.0,"20,242","Animation, Action, Adventure",None,Series,TV-PG,17,None,Moderate,None,None,Mild
The Spy Who Loved Me,1977,7.1,"103,630","Action, Adventure, Thriller",125 ,Film,PG,-,Mild,Moderate,Mild,Mild,Mild
Jagten,2012,8.3,"304,947",Drama,115 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
Grown Ups 2,2013,5.4,"146,810",Comedy,101 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
The Conjuring 2,2016,7.3,"249,635","Horror, Mystery, Thriller",134 ,Film,R,-,None,Moderate,Mild,Mild,Severe
Tombstone,1993,7.8,"136,620","Action, Biography, Drama",130 ,Film,R,-,Mild,Moderate,Mild,Moderate,Moderate
Mr Inbetween,1993,8.6,"11,878","Crime, Drama",30 ,Series,TV-MA,26,Mild,Severe,Severe,Moderate,Moderate
Legion,1993,8.2,"86,101","Action, Drama, Sci-Fi",60 ,Series,TV-MA,27,Moderate,Moderate,Mild,Moderate,Moderate
Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,"239,768","Adventure, Family, Fantasy",134 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
Labyrinth,1986,7.4,"129,944","Adventure, Family, Fantasy",101 ,Film,PG,-,None,Mild,Mild,None,Mild
